Ω√ØÃﬂ#2
,øÿØƒﬁóvëfî‘çÜ,ëYê´Ç–Ç∏Ç›(X),ëYê´Ç–Ç∏Ç›(Y),ëYê´Ç–Ç∏Ç›(Z),ëYê´Ç–Ç∏Ç›(XY),ëYê´Ç–Ç∏Ç›(YZ),ëYê´Ç–Ç∏Ç›(ZX),’∞ªﬁ∞∫›Œﬂ∞»›ƒ1,’∞ªﬁ∞∫›Œﬂ∞»›ƒ2
8906,8906,-0.00249975337646902,-0.0282766055315733,0.030776359140873,0.00460416311398149,-0.00938925612717867,-0.00495064398273826,0,0
8907,8907,-0.00188662228174508,-0.0194663517177105,0.0213529728353024,0.0140068549662828,-0.00680254260078073,-0.00452994229272008,0,0
8908,8908,-0.00164694921113551,-0.00664881290867925,0.0082957623526454,0.0013165776617825,-0.00220013153739274,-0.000278768653515726,0,0
8909,8909,-0.00104346696753055,0.00068078056210652,0.000362686434527859,-0.000169769249623641,-0.000303565670037642,-0.000136311500682496,0,0
8910,8910,-0.000394001312088221,0.000236549181863666,0.000157452115672641,0.000154216992086731,-7.98319451860152e-05,5.93656352521066e-07,0,0
8911,8911,-2.54104215855477e-05,1.26360728245345e-05,1.27743478515185e-05,7.50072729260864e-07,-8.15939884546424e-08,5.90532977184921e-07,0,0
8912,8912,0,0,0,0,0,0,0,0
8913,8913,0,0,0,0,0,0,0,0
8914,8914,0,0,0,0,0,0,0,0
8915,8915,-0.00253576785326004,-0.0312156341969967,0.0337514020502567,-0.00154503516387194,-0.00733507378026843,-0.00883627776056528,0,0
8916,8916,-0.00215735798701644,-0.0265868809074163,0.0287442393600941,0.00632469728589058,-0.0150894755497575,-0.0123730236664414,0,0
8917,8917,-0.00188337417785078,-0.0142752341926098,0.0161586087197065,0.00938039273023605,-0.0115031218156219,-0.0072852335870266,0,0
8918,8918,-0.00175760802812874,-0.00257688737474382,0.00433449540287256,0.000706503866240382,-0.00348245888017118,-0.000210335521842353,0,0
8919,8919,-0.000946886488236487,0.000547461328096688,0.00039942518924363,4.97086075483821e-05,-0.000890945026185364,1.24910011436441e-05,0,0
8920,8920,-0.000321781204547733,0.000165048593771644,0.000156732596224174,9.39879319048487e-05,-0.000105475177406333,-5.60639864488621e-06,0,0
8921,8921,-1.34803735818423e-06,7.33159254195925e-07,6.14878103988303e-07,1.3749715144229e-08,-2.07821287290244e-07,8.51834585091638e-08,0,0
8922,8922,0,0,0,0,0,0,0,0
8923,8923,0,0,0,0,0,0,0,0
8924,8924,0,0,0,0,0,0,0,0
8925,8925,-0.00200052000582218,-0.0295036695897579,0.0315041914582253,0.000959478435106575,-0.00826211087405682,-0.0112694930285215,0,0
8926,8926,-0.00204382184892893,-0.0218921843916178,0.0239360071718693,0.00510198483243585,-0.0158562660217285,-0.0106946742162108,0,0
8927,8927,-0.00192681851331145,-0.00879712589085102,0.0107239438220859,0.00391640467569232,-0.0102599048987031,-0.00391891691833735,0,0
8928,8928,-0.00153234193567187,-0.000693245267029852,0.00222558714449406,0.00030889268964529,-0.00262860860675573,-2.84455600194633e-05,0,0
8929,8929,-0.000737537979148328,0.000225324052735232,0.000512213970068842,0.000304573361063376,-0.000554386177100241,8.47423361847177e-05,0,0
8930,8930,-0.00024736174964346,0.000107936532003805,0.000139425217639655,4.13104389735963e-05,-9.63499405770563e-05,1.29747941173264e-05,0,0
8931,8931,0,0,0,0,0,0,0,0
8932,8932,0,0,0,0,0,0,0,0
8933,8933,0,0,0,0,0,0,0,0
8934,8934,0,0,0,0,0,0,0,0
8935,8935,-0.00201814179308712,-0.024176549166441,0.0261946897953749,0.00174221326597035,-0.00659793661907315,-0.00415057875216007,0,0
8936,8936,-0.00190822884906083,-0.0142642231658101,0.0161724518984556,0.00222018826752901,-0.0092414878308773,-0.00210271403193474,0,0
8937,8937,-0.00169321848079562,-0.00389801571145654,0.00559123419225216,0.000891805451828986,-0.0031077042222023,-0.000289141986286268,0,0
8938,8938,-0.00115543126594275,-0.000143022945849225,0.00129845424089581,0.000439495663158596,-0.000369934889022261,0.000183946482138708,0,0
8939,8939,-0.000523573311511427,7.26036596461199e-05,0.000450969615485519,0.000122763798572123,-0.000133203560835682,6.27940535196103e-05,0,0
8940,8940,-0.000157257629325613,4.52601998404134e-05,0.000111997433123179,2.01761467906181e-05,-2.42105797951808e-05,1.4715996258019e-05,0,0
8941,8941,0,0,0,0,0,0,0,0
8942,8942,0,0,0,0,0,0,0,0
8943,8943,0,0,0,0,0,0,0,0
8944,8944,0,0,0,0,0,0,0,0
8945,8945,-0.00167983421124518,-0.0142654301598668,0.0159452632069588,0.000614456133916974,-0.000906035013031214,-0.00115523056592792,0,0
8946,8946,-0.001495674951002,-0.00559975206851959,0.00709542678669095,0.000801834685262293,0.000462713185697794,-0.000224024770432152,0,0
8947,8947,-0.001430434291251,-3.09708375425544e-05,0.00146140507422388,0.000290107069304213,0.000775919063016772,0.000162227021064609,0,0
8948,8948,-0.000747999642044306,0.000132979999762028,0.000615019642282277,0.000131799490191042,0.000404596037697047,0.000104658050986473,0,0
8949,8949,-0.000387815292924643,7.48563397792168e-05,0.000312958960421383,5.37203595740721e-05,0.000168882121215574,5.06458782183472e-05,0,0
8950,8950,-5.13472368766088e-05,1.62565993377939e-05,3.50906375388149e-05,6.0752381614293e-06,1.29936252051266e-05,3.50755999534158e-06,0,0
8951,8951,0,0,0,0,0,0,0,0
8952,8952,0,0,0,0,0,0,0,0
8953,8953,0,0,0,0,0,0,0,0
8954,8954,0,0,0,0,0,0,0,0
8955,8955,-0.00171466334722936,0.00205151527188718,-0.000336851866450161,-3.22198357025627e-05,0.000415282789617777,-8.89739385456778e-05,0,0
8956,8956,-0.00142254983074963,0.00125608639791608,0.000166463461937383,8.94308982424263e-07,0.000621125800535083,4.3305331018928e-06,0,0
8957,8957,-0.00099168298766017,0.000693623966071755,0.000298059021588415,7.31246909708716e-05,0.000380490877432749,4.60099472547881e-05,0,0
8958,8958,-0.000572687713429332,0.000350490387063473,0.000222197355469689,7.90486810728908e-05,0.000247108895564452,2.84810321318218e-05,0,0
8959,8959,-0.000199053552933037,9.87031235126778e-05,0.000100350429420359,3.48393223248422e-05,8.02229842520319e-05,8.20807235868415e-06,0,0
8960,8960,0,0,0,0,0,0,0,0
8961,8961,0,0,0,0,0,0,0,0
8962,8962,0,0,0,0,0,0,0,0
8963,8963,0,0,0,0,0,0,0,0
8964,8964,0,0,0,0,0,0,0,0
8965,8965,0,0,0,0,0,0,0,0
8966,8966,0,0,0,0,0,0,0,0
8967,8967,0,0,0,0,0,0,0,0
8968,8968,0,0,0,0,0,0,0,0
8969,8969,0,0,0,0,0,0,0,0
8970,8970,0,0,0,0,0,0,0,0
8971,8971,0,0,0,0,0,0,0,0
8972,8972,0,0,0,0,0,0,0,0
8973,8973,0,0,0,0,0,0,0,0
8974,8974,0,0,0,0,0,0,0,0
8975,8975,0,0,0,0,0,0,0,0
8976,8976,0,0,0,0,0,0,0,0
8977,8977,0,0,0,0,0,0,0,0
8978,8978,0,0,0,0,0,0,0,0
8979,8979,0,0,0,0,0,0,0,0
8980,8980,0,0,0,0,0,0,0,0
8981,8981,0,0,0,0,0,0,0,0
8982,8982,0,0,0,0,0,0,0,0
8983,8983,0,0,0,0,0,0,0,0
8984,8984,0,0,0,0,0,0,0,0
8985,8985,0,0,0,0,0,0,0,0
8986,8986,0,0,0,0,0,0,0,0
8987,8987,0,0,0,0,0,0,0,0
8988,8988,0,0,0,0,0,0,0,0
8989,8989,0,0,0,0,0,0,0,0
8990,8990,0,0,0,0,0,0,0,0
8991,8991,0,0,0,0,0,0,0,0
8992,8992,0,0,0,0,0,0,0,0
8993,8993,0,0,0,0,0,0,0,0
8994,8994,0,0,0,0,0,0,0,0
8995,8995,0,0,0,0,0,0,0,0
8996,8996,0,0,0,0,0,0,0,0
8997,8997,0,0,0,0,0,0,0,0
8998,8998,0,0,0,0,0,0,0,0
8999,8999,0,0,0,0,0,0,0,0
9000,9000,0,0,0,0,0,0,0,0
9001,9001,0,0,0,0,0,0,0,0
9002,9002,0,0,0,0,0,0,0,0
9003,9003,0,0,0,0,0,0,0,0
9004,9004,0,0,0,0,0,0,0,0
9005,9005,0,0,0,0,0,0,0,0
9006,9006,0,0,0,0,0,0,0,0
9007,9007,0,0,0,0,0,0,0,0
9008,9008,0,0,0,0,0,0,0,0
9009,9009,0,0,0,0,0,0,0,0
9010,9010,0,0,0,0,0,0,0,0
9011,9011,0,0,0,0,0,0,0,0
9012,9012,0,0,0,0,0,0,0,0
9013,9013,0,0,0,0,0,0,0,0
9014,9014,0,0,0,0,0,0,0,0
9015,9015,0,0,0,0,0,0,0,0
9016,9016,0,0,0,0,0,0,0,0
9017,9017,0,0,0,0,0,0,0,0
9018,9018,0,0,0,0,0,0,0,0
9019,9019,0,0,0,0,0,0,0,0
9020,9020,0,0,0,0,0,0,0,0
9021,9021,0,0,0,0,0,0,0,0
9022,9022,0,0,0,0,0,0,0,0
9023,9023,0,0,0,0,0,0,0,0
9024,9024,0,0,0,0,0,0,0,0
9025,9025,0,0,0,0,0,0,0,0
9026,9026,0,0,0,0,0,0,0,0
9027,9027,0,0,0,0,0,0,0,0
9028,9028,0,0,0,0,0,0,0,0
9029,9029,0,0,0,0,0,0,0,0
9030,9030,0,0,0,0,0,0,0,0
9031,9031,0,0,0,0,0,0,0,0
9032,9032,0,0,0,0,0,0,0,0
9033,9033,0,0,0,0,0,0,0,0
9034,9034,0,0,0,0,0,0,0,0
9035,9035,0,0,0,0,0,0,0,0
9036,9036,0,0,0,0,0,0,0,0
9037,9037,0,0,0,0,0,0,0,0
9038,9038,0,0,0,0,0,0,0,0
9039,9039,0,0,0,0,0,0,0,0
9040,9040,0,0,0,0,0,0,0,0
9041,9041,0,0,0,0,0,0,0,0
9042,9042,0,0,0,0,0,0,0,0
9043,9043,0,0,0,0,0,0,0,0
9044,9044,0,0,0,0,0,0,0,0
9045,9045,0,0,0,0,0,0,0,0
9046,9046,0,0,0,0,0,0,0,0
9047,9047,0,0,0,0,0,0,0,0
9048,9048,0,0,0,0,0,0,0,0
9049,9049,0,0,0,0,0,0,0,0
9050,9050,0,0,0,0,0,0,0,0
9051,9051,0,0,0,0,0,0,0,0
9052,9052,0,0,0,0,0,0,0,0
9053,9053,0,0,0,0,0,0,0,0
9054,9054,0,0,0,0,0,0,0,0
9055,9055,0,0,0,0,0,0,0,0
9056,9056,0,0,0,0,0,0,0,0
9057,9057,0,0,0,0,0,0,0,0
9058,9058,0,0,0,0,0,0,0,0
9059,9059,0,0,0,0,0,0,0,0
9060,9060,0,0,0,0,0,0,0,0
9061,9061,0,0,0,0,0,0,0,0
9062,9062,0,0,0,0,0,0,0,0
9063,9063,0,0,0,0,0,0,0,0
9064,9064,0,0,0,0,0,0,0,0
9065,9065,0,0,0,0,0,0,0,0
9066,9066,0,0,0,0,0,0,0,0
9067,9067,0,0,0,0,0,0,0,0
9068,9068,0,0,0,0,0,0,0,0
9069,9069,0,0,0,0,0,0,0,0
9070,9070,0,0,0,0,0,0,0,0
9071,9071,0,0,0,0,0,0,0,0
9072,9072,0,0,0,0,0,0,0,0
9073,9073,-0.00280191423371434,-0.029868932440877,0.0326708443462849,-0.00130069861188531,-0.00391409220173955,-0.00231770309619606,0,0
9074,9074,-0.00248965155333281,-0.0282694976776838,0.0307591501623392,0.00696082226932049,-0.00942503195255995,-0.00524916173890233,0,0
9075,9075,-0.0018489274661988,-0.0195101648569107,0.0213590916246176,0.0154704432934523,-0.00680784275755286,-0.00436340179294348,0,0
9076,9076,-0.00165689212735742,-0.00668612541630864,0.00834301766008139,0.00145704124588519,-0.00220006215386093,-0.000147185259265825,0,0
9077,9077,-0.0010402814950794,0.000680311641190201,0.000359969853889197,-0.000174255124875344,-0.000302091939374804,-0.000157663584104739,0,0
9078,9078,-0.000401574972784147,0.000240042456425726,0.00016153251635842,0.000162585885846056,-8.18894041003659e-05,3.45466924045468e-06,0,0
9079,9079,-2.94786641461542e-05,1.46319252962712e-05,1.48467379403883e-05,8.41049086375278e-07,-1.64137958336141e-07,5.13794589096506e-07,0,0
9080,9080,0,0,0,0,0,0,0,0
9081,9081,0,0,0,0,0,0,0,0
9082,9082,0,0,0,0,0,0,0,0
9083,9083,-0.00258666928857565,-0.0312404725700617,0.0338271409273148,-0.00121807854156941,-0.00748875038698316,-0.00892202742397785,0,0
9084,9084,-0.00216045300476253,-0.0266033317893744,0.0287637859582901,0.00692971842363477,-0.0151628982275724,-0.0126229776069522,0,0
9085,9085,-0.00188073399476707,-0.0143214836716652,0.0162022169679403,0.0096435658633709,-0.0114951794967055,-0.0074317678809166,0,0
9086,9086,-0.00175786181353033,-0.00258351932279766,0.00434138113632798,0.0007205008296296,-0.00347688631154597,-0.000195410655578598,0,0
9087,9087,-0.00095507875084877,0.000559973472263664,0.000395105278585106,0.000103274323919322,-0.000893999356776476,2.2294467271422e-05,0,0
9088,9088,-0.000325838627759367,0.000167174119269475,0.000158664493937977,9.71546396613121e-05,-0.000107235406176187,-5.73434499528958e-06,0,0
9089,9089,-3.72455929209536e-06,2.02320552489255e-06,1.70135376720282e-06,4.23634034518727e-08,-5.54596624624537e-07,2.343240907976e-07,0,0
9090,9090,0,0,0,0,0,0,0,0
9091,9091,0,0,0,0,0,0,0,0
9092,9092,0,0,0,0,0,0,0,0
9093,9093,-0.00204301998019218,-0.0295099783688784,0.0315530002117157,0.00080233410699293,-0.00826300401240587,-0.0110145816579461,0,0
9094,9094,-0.00204441137611866,-0.0219033528119326,0.0239477641880512,0.00478915218263865,-0.0157519374042749,-0.010837284848094,0,0
9095,9095,-0.00192783318925649,-0.00884619448333979,0.010774027556181,0.00387477641925216,-0.0102524012327194,-0.0040017762221396,0,0
9096,9096,-0.00160721642896533,-0.000600163242779672,0.00220737978816032,0.000499141577165574,-0.00259758695028722,-5.73672014070326e-06,0,0
9097,9097,-0.000745492987334728,0.000227855111006647,0.000517637876328081,0.000308440794469789,-0.00056275527458638,8.82558670127764e-05,0,0
9098,9098,-0.000253100297413766,0.000110330947791226,0.00014276934962254,4.15116919612046e-05,-9.86429295153357e-05,1.23704694487969e-05,0,0
9099,9099,0,0,0,0,0,0,0,0
9100,9100,0,0,0,0,0,0,0,0
9101,9101,0,0,0,0,0,0,0,0
9102,9102,0,0,0,0,0,0,0,0
9103,9103,-0.00204019038937986,-0.024214880540967,0.0262550693005323,0.00168838200625032,-0.00664318865165114,-0.00400968547910452,0,0
9104,9104,-0.00191749923396856,-0.0142713896930218,0.0161888897418976,0.00222707539796829,-0.00929203256964684,-0.00212449580430984,0,0
9105,9105,-0.00169893971178681,-0.00390097568742931,0.00559991551563144,0.000984570244327188,-0.00315653928555548,-0.000279517495073378,0,0
9106,9106,-0.00115588528569788,-0.000149608691572212,0.001305493991822,0.000459537375718355,-0.000375348521629348,0.000188160629477352,0,0
9107,9107,-0.000529171258676797,7.3335730121471e-05,0.000455835543107241,0.000122714423923753,-0.000134926332975738,6.43084058538079e-05,0,0
9108,9108,-0.000161999836564064,4.6593133447459e-05,0.000115406699478626,2.08124583878089e-05,-2.48904179898091e-05,1.5284756955225e-05,0,0
9109,9109,0,0,0,0,0,0,0,0
9110,9110,0,0,0,0,0,0,0,0
9111,9111,0,0,0,0,0,0,0,0
9112,9112,0,0,0,0,0,0,0,0
9113,9113,-0.00167606701143086,-0.0142819359898567,0.0159580036997795,0.00059327925555408,-0.000906375527847558,-0.00104416813701391,0,0
9114,9114,-0.00149640359450132,-0.0056107179261744,0.00710712186992168,0.000761018309276551,0.000459654169389978,-0.000191971499589272,0,0
9115,9115,-0.00143094034865499,-2.99733819701942e-05,0.00146091380156577,0.000276380742434412,0.000772800529375672,0.000159652816364542,0,0
9116,9116,-0.000750894600059837,0.000133417517645285,0.000617477111518383,0.000134622765472159,0.000407219602493569,0.000103608152130619,0,0
9117,9117,-0.000391666602808982,7.56118970457464e-05,0.000316054705763236,5.47461640962865e-05,0.000170692655956373,5.14776947966311e-05,0,0
9118,9118,-5.60574080736842e-05,1.77685906237457e-05,3.82888174499385e-05,6.6737984525389e-06,1.41745267683291e-05,3.83319456886966e-06,0,0
9119,9119,0,0,0,0,0,0,0,0
9120,9120,0,0,0,0,0,0,0,0
9121,9121,0,0,0,0,0,0,0,0
9122,9122,0,0,0,0,0,0,0,0
9123,9123,-0.00172128586564213,0.00206593587063253,-0.00034465009230189,-3.41995364578906e-05,0.000418112438637763,-8.7846907263156e-05,0,0
9124,9124,-0.00142804661300033,0.00126236188225448,0.000165684643434361,6.10420102020726e-07,0.000623264582827687,4.42189275418059e-06,0,0
9125,9125,-0.000995969399809837,0.000697707757353783,0.000298261700663716,7.26929501979612e-05,0.000383654900360852,4.6826848119963e-05,0,0
9126,9126,-0.000577825005166233,0.000354098447132856,0.000223726528929546,7.89287878433242e-05,0.00024910201318562,2.89493709715316e-05,0,0
9127,9127,-0.000203465591766872,0.000101105106296018,0.000102360485470854,3.55528100044467e-05,8.19247943582013e-05,8.30249337013811e-06,0,0
9128,9128,0,0,0,0,0,0,0,0
9129,9129,0,0,0,0,0,0,0,0
9130,9130,0,0,0,0,0,0,0,0
9131,9131,0,0,0,0,0,0,0,0
9132,9132,0,0,0,0,0,0,0,0
9133,9133,0,0,0,0,0,0,0,0
9134,9134,0,0,0,0,0,0,0,0
9135,9135,0,0,0,0,0,0,0,0
9136,9136,0,0,0,0,0,0,0,0
9137,9137,0,0,0,0,0,0,0,0
9138,9138,0,0,0,0,0,0,0,0
9139,9139,0,0,0,0,0,0,0,0
9140,9140,0,0,0,0,0,0,0,0
9141,9141,0,0,0,0,0,0,0,0
9142,9142,0,0,0,0,0,0,0,0
9143,9143,0,0,0,0,0,0,0,0
9144,9144,0,0,0,0,0,0,0,0
9145,9145,0,0,0,0,0,0,0,0
9146,9146,0,0,0,0,0,0,0,0
9147,9147,0,0,0,0,0,0,0,0
9148,9148,0,0,0,0,0,0,0,0
9149,9149,0,0,0,0,0,0,0,0
9150,9150,0,0,0,0,0,0,0,0
9151,9151,0,0,0,0,0,0,0,0
9152,9152,0,0,0,0,0,0,0,0
9153,9153,0,0,0,0,0,0,0,0
9154,9154,0,0,0,0,0,0,0,0
9155,9155,0,0,0,0,0,0,0,0
9156,9156,0,0,0,0,0,0,0,0
9157,9157,0,0,0,0,0,0,0,0
9158,9158,0,0,0,0,0,0,0,0
9159,9159,0,0,0,0,0,0,0,0
9160,9160,0,0,0,0,0,0,0,0
9161,9161,0,0,0,0,0,0,0,0
9162,9162,0,0,0,0,0,0,0,0
9163,9163,0,0,0,0,0,0,0,0
9164,9164,0,0,0,0,0,0,0,0
9165,9165,0,0,0,0,0,0,0,0
9166,9166,0,0,0,0,0,0,0,0
9167,9167,0,0,0,0,0,0,0,0
9168,9168,0,0,0,0,0,0,0,0
9169,9169,0,0,0,0,0,0,0,0
9170,9170,0,0,0,0,0,0,0,0
9171,9171,0,0,0,0,0,0,0,0
9172,9172,0,0,0,0,0,0,0,0
9173,9173,0,0,0,0,0,0,0,0
9174,9174,0,0,0,0,0,0,0,0
9175,9175,0,0,0,0,0,0,0,0
9176,9176,0,0,0,0,0,0,0,0
9177,9177,0,0,0,0,0,0,0,0
9178,9178,0,0,0,0,0,0,0,0
9179,9179,0,0,0,0,0,0,0,0
9180,9180,0,0,0,0,0,0,0,0
9181,9181,0,0,0,0,0,0,0,0
9182,9182,0,0,0,0,0,0,0,0
9183,9183,0,0,0,0,0,0,0,0
9184,9184,0,0,0,0,0,0,0,0
9185,9185,0,0,0,0,0,0,0,0
9186,9186,0,0,0,0,0,0,0,0
9187,9187,0,0,0,0,0,0,0,0
9188,9188,0,0,0,0,0,0,0,0
9189,9189,0,0,0,0,0,0,0,0
9190,9190,0,0,0,0,0,0,0,0
9191,9191,0,0,0,0,0,0,0,0
9192,9192,0,0,0,0,0,0,0,0
9193,9193,0,0,0,0,0,0,0,0
9194,9194,0,0,0,0,0,0,0,0
9195,9195,0,0,0,0,0,0,0,0
9196,9196,0,0,0,0,0,0,0,0
9197,9197,0,0,0,0,0,0,0,0
9198,9198,0,0,0,0,0,0,0,0
9199,9199,0,0,0,0,0,0,0,0
9200,9200,0,0,0,0,0,0,0,0
9201,9201,0,0,0,0,0,0,0,0
9202,9202,0,0,0,0,0,0,0,0
9203,9203,0,0,0,0,0,0,0,0
9204,9204,0,0,0,0,0,0,0,0
9205,9205,0,0,0,0,0,0,0,0
9206,9206,0,0,0,0,0,0,0,0
9207,9207,0,0,0,0,0,0,0,0
9208,9208,0,0,0,0,0,0,0,0
9209,9209,0,0,0,0,0,0,0,0
9210,9210,0,0,0,0,0,0,0,0
9211,9211,0,0,0,0,0,0,0,0
9212,9212,0,0,0,0,0,0,0,0
9213,9213,0,0,0,0,0,0,0,0
9214,9214,0,0,0,0,0,0,0,0
9215,9215,0,0,0,0,0,0,0,0
9216,9216,0,0,0,0,0,0,0,0
9217,9217,0,0,0,0,0,0,0,0
9218,9218,0,0,0,0,0,0,0,0
9219,9219,0,0,0,0,0,0,0,0
9220,9220,0,0,0,0,0,0,0,0
9221,9221,0,0,0,0,0,0,0,0
9222,9222,0,0,0,0,0,0,0,0
9223,9223,0,0,0,0,0,0,0,0
9224,9224,0,0,0,0,0,0,0,0
9225,9225,0,0,0,0,0,0,0,0
9226,9226,0,0,0,0,0,0,0,0
9227,9227,0,0,0,0,0,0,0,0
9228,9228,0,0,0,0,0,0,0,0
9229,9229,0,0,0,0,0,0,0,0
9230,9230,0,0,0,0,0,0,0,0
9231,9231,0,0,0,0,0,0,0,0
9232,9232,0,0,0,0,0,0,0,0
9233,9233,0,0,0,0,0,0,0,0
9234,9234,0,0,0,0,0,0,0,0
9235,9235,0,0,0,0,0,0,0,0
9236,9236,0,0,0,0,0,0,0,0
9237,9237,0,0,0,0,0,0,0,0
9238,9238,0,0,0,0,0,0,0,0
9239,9239,0,0,0,0,0,0,0,0
9240,9240,0,0,0,0,0,0,0,0
9241,9241,-0.00290208030492067,-0.0297939218580723,0.0326960012316704,-0.00239442032761872,-0.00369550753384829,-0.00175964110530913,0,0
9242,9242,-0.00252211233600974,-0.0283314641565084,0.0308535769581795,0.00462142331525683,-0.0093028238043189,-0.00493256794288754,0,0
9243,9243,-0.00190113135613501,-0.0195527300238609,0.0214538611471653,0.0139991668984294,-0.00679235253483057,-0.00453442241996527,0,0
9244,9244,-0.00165123376064003,-0.00669811945408583,0.0083493534475565,0.00134752318263054,-0.00220772065222263,-0.000296059442916885,0,0
9245,9245,-0.00105064769741148,0.000677360047120601,0.000373287708498538,-0.000146739563206211,-0.000307281938148662,-0.000133951412863098,0,0
9246,9246,-0.000403120822738856,0.000241147630731575,0.000161973192007281,0.000159312854520977,-8.168893691618e-05,7.79657682414836e-07,0,0
9247,9247,-3.38122408720665e-05,1.68280294019496e-05,1.69842096511275e-05,1.29557986383588e-06,-3.02954987319026e-07,7.76707224758866e-07,0,0
9248,9248,0,0,0,0,0,0,0,0
9249,9249,0,0,0,0,0,0,0,0
9250,9250,0,0,0,0,0,0,0,0
9251,9251,-0.00255285971798003,-0.0312767513096333,0.0338296107947826,-0.00156688957940787,-0.00732266576960683,-0.00887461472302675,0,0
9252,9252,-0.00217036600224674,-0.0266463793814182,0.0288167465478182,0.00629211449995637,-0.0150639014318585,-0.0123301977291703,0,0
9253,9253,-0.00189183850307018,-0.014340752735734,0.0162325911223888,0.00938273314386606,-0.0114811789244413,-0.00730204861611128,0,0
9254,9254,-0.00176103902049363,-0.002607018686831,0.00436805794015527,0.000739547831472009,-0.00348880374804139,-0.000222467075218447,0,0
9255,9255,-0.000956717412918806,0.000549168616998941,0.000407548825023696,6.67354543111287e-05,-0.00090151111362502,1.4113920769887e-05,0,0
9256,9256,-0.000330430892063305,0.000169144550454803,0.000161286341608502,9.76540613919497e-05,-0.00010831729741767,-5.2696163947985e-06,0,0
9257,9257,-5.73952229387942e-06,3.11780991069099e-06,2.62171215581475e-06,1.06619403084096e-07,-8.41323299027863e-07,3.34906303578464e-07,0,0
9258,9258,0,0,0,0,0,0,0,0
9259,9259,0,0,0,0,0,0,0,0
9260,9260,0,0,0,0,0,0,0,0
9261,9261,-0.00200340687297285,-0.0295650698244572,0.0315684750676155,0.00093815551372245,-0.00822985172271729,-0.0112504046410322,0,0
9262,9262,-0.00205137184821069,-0.0219494365155697,0.0240008067339659,0.00508905807510018,-0.0158592090010643,-0.0106828678399324,0,0
9263,9263,-0.00192997220437974,-0.0088356900960207,0.0107656624168158,0.0039334143511951,-0.0102787967771292,-0.00392725132405758,0,0
9264,9264,-0.00154243235010654,-0.000703181780409068,0.00224561407230794,0.000338537938660011,-0.00264530628919601,-3.13946839014534e-05,0,0
9265,9265,-0.000747499230783433,0.000227220138185658,0.000520279048942029,0.00031112993019633,-0.000562794331926852,8.68825591169298e-05,0,0
9266,9266,-0.000256999512203038,0.000111970555735752,0.000145028971019201,4.34377579949796e-05,-0.000100170051155146,1.39183011924615e-05,0,0
9267,9267,0,0,0,0,0,0,0,0
9268,9268,0,0,0,0,0,0,0,0
9269,9269,0,0,0,0,0,0,0,0
9270,9270,0,0,0,0,0,0,0,0
9271,9271,-0.00202208198606968,-0.0242272764444351,0.0262493584305048,0.0017619674326852,-0.00659637153148651,-0.0041775107383728,0,0
9272,9272,-0.00191221735440195,-0.0143030630424619,0.0162152796983719,0.0022368875797838,-0.00926737952977419,-0.00210798159241676,0,0
9273,9273,-0.00169501570053399,-0.00391871482133865,0.00561373075470328,0.000905908294953406,-0.00312701426446438,-0.000294948491500691,0,0
9274,9274,-0.00116532179526985,-0.000147668426507153,0.00131299020722508,0.000444681325461715,-0.000376498093828559,0.000185493045137264,0,0
9275,9275,-0.000533509766682982,7.35787762096152e-05,0.000459930975921452,0.000126467886730097,-0.000136078291689046,6.47510314593092e-05,0,0
9276,9276,-0.00016657100059092,4.78791989735328e-05,0.000118691801617388,2.19457706407411e-05,-2.57291903835721e-05,1.58016664499883e-05,0,0
9277,9277,0,0,0,0,0,0,0,0
9278,9278,0,0,0,0,0,0,0,0
9279,9279,0,0,0,0,0,0,0,0
9280,9280,0,0,0,0,0,0,0,0
9281,9281,-0.00168578664306551,-0.0142842000350356,0.0159699860960245,0.000614286109339446,-0.000908341375179589,-0.0011620830046013,0,0
9282,9282,-0.00149783305823803,-0.0056208735331893,0.00711870659142733,0.000804106763098389,0.00045988243073225,-0.00022947380784899,0,0
9283,9283,-0.00144011247903109,-3.32146992150228e-05,0.00147332716733217,0.000293023389531299,0.000781432958319783,0.000162673619342968,0,0
9284,9284,-0.000756522174924612,0.000134409478050657,0.000622112711425871,0.000133470981381834,0.00040943268686533,0.000106158928247169,0,0
9285,9285,-0.000396518269553781,7.6694785093423e-05,0.00031982350628823,5.52574856556021e-05,0.000173038279172033,5.190965384827e-05,0,0
9286,9286,-6.01612518948968e-05,1.90757564269006e-05,4.10854954679962e-05,7.19511899660574e-06,1.52574066305533e-05,4.15457134295139e-06,0,0
9287,9287,0,0,0,0,0,0,0,0
9288,9288,0,0,0,0,0,0,0,0
9289,9289,0,0,0,0,0,0,0,0
9290,9290,0,0,0,0,0,0,0,0
9291,9291,-0.00172382430173457,0.00206850748509169,-0.000344683270668611,-3.28793976223096e-05,0.000417297123931348,-8.94145632628351e-05,0,0
9292,9292,-0.00143313477747142,0.00126983853988349,0.000163296223036014,-2.88409182758187e-07,0.000627092027571052,3.68926907867717e-06,0,0
9293,9293,-0.00100213242694736,0.000702847202774137,0.000299285195069388,7.27553706383333e-05,0.000385303312214091,4.65910998173058e-05,0,0
9294,9294,-0.000582604669034481,0.00035736765130423,0.000225237003178336,7.98513719928451e-05,0.000251625897362828,2.8899821700179e-05,0,0
